City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
225,Vyborg,RU,2022-05-12 01:39:28,60.7076,28.7528,42.13,97,100,6.44
226,Lago Da Pedra,BR,2022-05-12 01:39:29,-4.3333,-45.1667,73.45,97,98,3.58
227,Fukue,JP,2022-05-12 01:39:29,32.6881,128.8419,68.36,100,75,6.91
228,Benguela,AO,2022-05-12 01:39:30,-12.5763,13.4055,74.3,84,6,2.33
229,Do Gonbadan,IR,2022-05-12 01:40:31,30.3586,50.7981,62.69,25,0,0.0
230,Pyinmana,MM,2022-05-12 01:40:32,19.7333,96.2167,80.58,81,96,5.3
231,Kabelvag,NO,2022-05-12 01:40:33,68.2114,14.4817,42.53,94,98,2.51
232,Beloha,MG,2022-05-12 01:40:34,-25.1667,45.05,61.92,86,0,5.46
233,Alvaraes,BR,2022-05-12 01:40:35,-3.2208,-64.8042,73.72,96,95,1.66
234,Mitsamiouli,KM,2022-05-12 01:40:36,-11.3847,43.2844,78.69,67,13,11.25
235,Marienburg,PL,2022-05-12 01:39:06,54.0359,19.0266,61.88,92,100,10.11
236,Luganville,VU,2022-05-12 01:40:38,-15.5333,167.1667,80.58,82,100,16.51
237,Yuncheng,CN,2022-05-12 01:40:39,35.0231,110.9928,67.26,54,99,8.75
238,Muroto,JP,2022-05-12 01:40:40,33.2833,134.15,68.34,97,100,11.9
239,Krasnoselkup,RU,2022-05-12 01:40:40,65.7,82.4667,35.35,100,100,2.77
240,Fort Nelson,CA,2022-05-12 01:40:24,58.8053,-122.7002,49.59,57,75,3.44
241,Maputo,MZ,2022-05-12 01:39:48,-25.9653,32.5892,69.22,89,75,5.75
242,Bubaque,GW,2022-05-12 01:40:44,11.2833,-15.8333,77.09,79,5,14.16
243,Hualmay,PE,2022-05-12 01:40:45,-11.0964,-77.6139,64.09,87,2,6.82
244,Vanderhoof,CA,2022-05-12 01:40:45,54.0166,-124.0198,44.69,85,100,3.04
245,Bonoua,CI,2022-05-12 01:40:46,5.2741,-3.595,74.82,88,100,4.38
246,Snasa,NO,2022-05-12 01:40:47,64.2457,12.3778,42.89,98,100,2.51
247,Acarau,BR,2022-05-12 01:39:43,-2.8856,-40.12,76.3,88,72,9.46
248,Codrington,AU,2022-05-12 01:40:49,-38.2667,141.9667,64.85,68,45,4.27
249,Komsomolskiy,UZ,2022-05-12 01:40:50,40.4272,71.7189,59.72,88,4,6.91
250,Muisne,EC,2022-05-12 01:40:51,0.6,-80.0333,76.86,85,88,6.26
251,Upernavik,GL,2022-05-12 01:40:52,72.7868,-56.1549,7.92,97,26,4.88
252,Hithadhoo,MV,2022-05-12 01:40:53,-0.6,73.0833,82.78,77,100,14.12
253,Urumqi,CN,2022-05-12 01:38:03,43.801,87.6005,59.95,51,0,6.71
254,Muros,ES,2022-05-12 01:40:55,42.7762,-9.0603,61.09,81,100,8.01
255,Igarka,RU,2022-05-12 01:40:55,67.4667,86.5833,33.12,100,100,4.83
256,Port-Cartier,CA,2022-05-12 01:40:56,50.0334,-66.8654,44.74,87,44,7.34
257,Sabang,ID,2022-05-12 01:40:57,5.8933,95.3214,83.77,76,99,22.24
258,Pa Daet,TH,2022-05-12 01:40:59,19.5049,99.9924,84.09,71,99,3.4
259,Tuatapere,NZ,2022-05-12 01:40:59,-46.1333,167.6833,58.68,62,100,3.65
260,Terrace,CA,2022-05-12 01:40:24,54.5163,-128.6035,51.71,66,100,0.0
261,Vestmannaeyjar,IS,2022-05-12 01:41:00,63.4427,-20.2734,36.86,98,100,8.68
262,Namatanai,PG,2022-05-12 01:41:01,-3.6667,152.4333,85.51,67,57,8.23
263,Amapa,BR,2022-05-12 01:41:02,1.0,-52.0,71.58,99,93,2.13
264,Oktyabrskiy,RU,2022-05-12 01:41:03,54.4815,53.471,43.72,75,47,11.16
265,Izvestkovyy,RU,2022-05-12 01:41:03,48.9833,131.55,52.47,30,83,7.27
266,Basoko,CD,2022-05-12 01:41:04,1.2391,23.616,71.83,96,100,4.14
267,Puerto Baquerizo Moreno,EC,2022-05-12 01:41:05,-0.9,-89.6,72.0,87,24,9.78
268,Srednekolymsk,RU,2022-05-12 01:41:06,67.45,153.6833,30.79,87,95,13.4
269,Margate,GB,2022-05-12 01:41:06,51.3813,1.3862,50.31,88,2,1.99
270,Roma,US,2022-05-12 01:41:07,43.2128,-75.4557,66.34,55,0,0.0
271,Sheridan,US,2022-05-12 01:38:57,44.8333,-106.9173,57.58,50,100,5.75
272,Wajima,JP,2022-05-12 01:42:08,37.4,136.9,74.08,56,75,5.75
273,Ayan,RU,2022-05-12 01:42:09,56.45,138.1667,34.11,90,100,19.28
274,Dabola,GN,2022-05-12 01:42:10,10.75,-11.1167,80.19,56,4,4.14
275,Cabo San Lucas,MX,2022-05-12 01:41:32,22.8909,-109.9124,82.62,60,5,13.18
276,Livingstonia,MW,2022-05-12 01:42:11,-10.606,34.1063,59.95,85,22,1.66
277,Irpa Irpa,BO,2022-05-12 01:42:12,-17.7167,-66.2667,59.85,60,3,0.83
278,Porto Real,BR,2022-05-12 01:42:13,-22.4197,-44.2903,63.0,89,10,2.26
279,Ucluelet,CA,2022-05-12 01:40:02,48.9329,-125.5528,47.08,90,100,1.99
280,Pine Bluff,US,2022-05-12 01:42:14,34.2284,-92.0032,79.32,84,7,5.01
281,Labuhan,ID,2022-05-12 01:42:15,-6.8844,112.2051,84.54,73,99,2.3
282,Beira,MZ,2022-05-12 01:42:16,-19.8436,34.8389,68.09,94,0,2.3
283,Jalu,LY,2022-05-12 01:42:17,29.0331,21.5482,72.03,49,93,8.03
284,Geraldton,AU,2022-05-12 01:42:18,-28.7667,114.6,64.81,88,100,4.61
285,Pio Xii,BR,2022-05-12 01:42:19,-3.8325,-45.1525,73.89,97,92,3.02
286,Topchikha,RU,2022-05-12 01:42:19,52.8192,83.1185,53.87,36,100,5.91
287,Tevaitoa,PF,2022-05-12 01:42:20,-16.7833,-151.5,81.68,77,82,16.82
288,Ukiah,US,2022-05-12 01:40:13,39.1502,-123.2078,60.69,39,0,6.91
289,Zasosna,RU,2022-05-12 01:42:21,50.6307,38.3965,42.82,90,59,8.9
290,Sao Joao Da Barra,BR,2022-05-12 01:42:22,-21.6403,-41.0511,72.09,87,13,8.7
291,Hokitika,NZ,2022-05-12 01:42:23,-42.7167,170.9667,58.19,61,54,5.84
292,Labuan,MY,2022-05-12 01:42:24,5.2767,115.2417,84.56,83,20,7.0
293,Camabatela,AO,2022-05-12 01:42:25,-8.1881,15.375,63.59,91,97,0.16
294,Flinders,AU,2022-05-12 01:42:25,-34.5833,150.8552,66.18,92,100,5.99
295,Gambo,CF,2022-05-12 01:42:26,4.6482,22.2633,70.45,99,100,4.05
